Direction,Letter Height (degrees),Eccentricity (degrees)
3,2.9000000000000004,35
1,3.7,40
3,1.7,20
1,1.7,25
3,3.000000000000001,25
1,1.2,15
3,2.7,30
3,0.8999999999999999,15
3,1.2,0
1,0.5,5
3,3.7,40
1,1.4,0
3,0.5,5
1,2.7,30
3,1.0,10
1,1.7,20
1,3.2,35
1,1.0,10
