Letter Height (degrees),Eccentricity (degrees),Position,Delay Time (s),Reaction Time (ms),Correct
4.004172940709388,20,4,3.6206837128499285,2770.633500011172,1
4.004172940709388,15,2,3.7269203830158038,1501.1816999758594,1
4.004172940709388,5,3,4.885665576331737,1899.7935999941546,1
4.004172940709388,10,1,1.4955551401263731,659.6995999861974,1
4.004172940709388,0,0,2.715812511164085,1083.6002000141889,1
4.004172940709388,15,1,2.9913509295696463,807.7309000073001,1
4.004172940709388,20,1,2.816295056566199,965.0775000045542,1
4.004172940709388,0,0,3.2610661424473952,795.6987999787088,1
4.004172940709388,5,3,3.363318349192017,836.9070999906398,1
4.004172940709388,20,4,2.6075084904854116,1032.7135999978054,1
4.004172940709388,0,0,1.7638868946850481,648.715200019069,1
4.004172940709388,0,0,1.8614745287878356,515.7749000063632,1
4.004172940709388,15,1,3.796667003255444,822.2678999882191,1
4.004172940709388,20,4,4.5790563813582565,972.3595999821555,1
4.004172940709388,0,0,1.4189373116078876,1117.1415999997407,1
4.004172940709388,10,3,3.0025762773624205,807.6658000063617,1
4.004172940709388,10,2,1.2042376861607793,1093.9921000099275,1
4.004172940709388,15,1,3.0159909721582165,1169.032600009814,1
4.004172940709388,5,4,1.7687028646843954,1066.07579998672,1
4.004172940709388,0,0,1.0812220675446418,1588.2763999979943,1
0.49995028303799993,20,2,2.2720035584406353,887.6712000055704,1
0.49995028303799993,15,4,3.6827669845516833,1263.4189999953378,1
0.49995028303799993,10,4,2.1946422027736054,1348.7131999863777,1
0.49995028303799993,5,4,3.9840980218434257,877.9154999938328,1
0.49995028303799993,10,1,2.6267416519657614,1376.7313999996986,1
0.49995028303799993,5,3,3.2678475082609606,1077.8831999923568,1
0.49995028303799993,0,0,2.165996750642993,1235.2721999923233,1
0.49995028303799993,20,1,3.1206385390226488,995.400999992853,1
0.49995028303799993,20,2,4.300194894055381,1631.5789000072982,1
0.49995028303799993,15,3,3.0531819169495455,1171.2689000123646,1
0.49995028303799993,0,0,4.080838561619752,2943.4461000200827,1
0.49995028303799993,5,4,1.554263605632407,922.3790999967605,1
0.49995028303799993,0,0,4.507935861108223,2208.6466000182554,1
0.49995028303799993,0,0,3.9704809423564846,1080.7793000130914,1
0.49995028303799993,5,3,4.87977703601743,1048.6171999946237,1
0.49995028303799993,0,0,4.929206573876877,1032.6404999941587,1
0.49995028303799993,10,4,3.593552454140062,1167.2647999948822,1
0.49995028303799993,0,0,2.917757147514859,1595.1330999960192,1
0.49995028303799993,0,0,4.958590380090995,1173.1449000071734,1
0.49995028303799993,0,0,3.1688840165306402,997.8063000016846,1
3.4998504359108233,20,1,2.768030171711478,925.7050000014715,1
3.4998504359108233,0,0,2.0933129421658547,1044.2261999996845,1
3.4998504359108233,0,0,4.4823829099085515,965.8038000052329,1
3.4998504359108233,15,1,1.538806342010322,1345.9538999886718,1
3.4998504359108233,10,3,1.3012011833317616,855.0236000155564,1
3.4998504359108233,15,1,1.3457535317926745,1021.7249999986961,1
3.4998504359108233,5,3,1.3680570391314362,1213.6937000032049,1
3.4998504359108233,0,0,1.828465895483053,835.0434000021778,1
3.4998504359108233,10,4,1.8464089823041006,1045.5918000079691,1
3.4998504359108233,15,1,3.85050383977867,1056.475200020941,1
3.4998504359108233,20,4,4.642624389603273,956.361199991079,1
3.4998504359108233,5,3,3.6361709386931,980.363499984378,1
3.4998504359108233,0,0,1.8485680159726456,1089.7200999897905,1
3.4998504359108233,0,0,1.8142801298623832,1324.3710999959148,1
3.4998504359108233,0,0,2.87333024734018,1044.2583999829367,1
3.4998504359108233,0,0,3.291834799706372,885.6212999962736,1
3.4998504359108233,0,0,4.162603030009306,843.0740000039805,1
3.4998504359108233,0,0,3.2971229920452383,1124.399699998321,1
3.4998504359108233,0,0,2.6737243119854606,1020.2298999938648,1
3.4998504359108233,5,3,3.1445921925988243,980.306900019059,1
1.9999559650681458,20,3,1.7853565750454656,1028.3753999974579,1
1.9999559650681458,10,4,1.285775520137765,887.5135000271257,1
1.9999559650681458,5,4,3.9364642309703197,1125.647900014883,1
1.9999559650681458,0,0,1.5719916841982533,1241.6563000006136,0
1.9999559650681458,10,3,1.5407031146749377,1145.6114999891724,1
1.9999559650681458,0,0,3.2423056522645775,1353.4135000081733,1
1.9999559650681458,0,0,3.2494408883166446,1040.4967999784276,1
1.9999559650681458,0,0,1.7842823998734398,1021.4919999998529,1
1.9999559650681458,20,1,1.0104515457699752,1291.4664999989327,1
1.9999559650681458,15,2,1.4419304058987175,877.7112999814562,1
1.9999559650681458,10,2,2.466173635561506,791.689999983646,1
1.9999559650681458,0,0,2.3846796248133897,775.0095000083093,1
1.9999559650681458,5,4,4.9174907819044975,1185.806399997091,1
1.9999559650681458,10,1,4.223374157116911,1144.353100011358,1
