Direction,Letter Height (degrees),Eccentricity (degrees)
1,1.4499999999999997,35
1,0.4999999999999999,40
1,0.7000000000000002,20
1,0.75,25
1,0.7999999999999998,30
3,0.8,20
3,0.8,30
3,1.0,40
3,0.7499999999999998,35
3,0.3499999999999999,25
