Direction,Letter Height (degrees),Eccentricity (degrees)
3,2.5,12.0
1,2.5,0.0
1,2,9.65
3,2,5.82
1,0.5,0.0
3,0.5,1.95
3,4,25.45
1,4,22.2
3,3.5,19.65
1,3.5,13.39
1,1,6.79
3,1,5.82
3,1.5,7.27
1,1.5,8.7
1,3,14.31
3,3,8.7
