Direction,Letter Height (degrees),Eccentricity (degrees)
1,0.4,10
1,1.3,40
1,0.8,20
1,0.7,15
1,1.2,25
1,1.4,35
1,1.7,30
3,1.2,40
3,0.4,20
3,0.5,15
3,1.2,35
3,0.8,25
3,0.9,30
3,0.4,10
