3, 4, 1.37, 0.23
3, 6, 10.87, 2.00
3, 3, 16.22, 6.00
3, 0, 0.00, 0.50
1, 5, 4.57, 1.00
3, 3, 2.75, 1.00
1, 6, 37.95, 8.00
1, 4, 1.88, 0.50
3, 6, 8.33, 1.50
3, 9, 27.56, 3.50
1, 0, 0.00, 2.00
1, 6, 13.63, 2.50
3, 8, 42.11, 7.00
3, 2, 18.16, 10.00
1, 9, 27.56, 3.50
1, 4, 14.62, 4.00
3, 3, 26.20, 10.00
3, 5, 13.93, 3.00
3, 8, 27.55, 4.00
3, 6, 13.63, 2.50
3, 0, 0.00, 0.23
3, 3, 5.48, 2.00
1, 5, 25.87, 6.00
1, 3, 1.41, 0.50
1, 3, 4.19, 1.50
3, 9, 49.48, 8.00
3, 9, 12.39, 1.50
3, 5, 36.50, 9.00
3, 4, 13.06, 3.50
1, 6, 30.20, 6.00
1, 4, 33.26, 10.00
3, 6, 13.63, 2.50
3, 4, 30.63, 9.00
1, 7, 24.53, 4.00
1, 5, 11.42, 2.50
1, 3, 11.07, 4.00
3, 3, 13.98, 5.00
3, 4, 11.22, 3.00
3, 4, 13.06, 3.50
3, 4, 27.47, 8.00
1, 4, 1.88, 0.50
3, 6, 8.33, 1.50
1, 4, 5.57, 1.50
3, 6, 34.14, 7.00
3, 5, 39.35, 10.00
1, 5, 29.47, 7.00
1, 1, 9.31, 10.00
1, 5, 22.54, 5.00
1, 4, 3.66, 1.00
3, 9, 30.40, 4.00
1, 6, 34.14, 7.00
1, 3, 26.20, 10.00
1, 4, 21.21, 6.00
1, 3, 21.31, 8.00
3, 5, 25.87, 6.00
1, 1, 1.40, 1.50
3, 5, 2.35, 0.50
1, 2, 0.69, 0.23
1, 1, 4.74, 5.00
1, 4, 30.63, 9.00
1, 0, 0.00, 0.23
3, 5, 36.50, 9.00
3, 5, 22.54, 5.00
1, 5, 36.50, 9.00
3, 4, 27.47, 8.00
1, 4, 11.22, 3.00
1, 3, 13.98, 5.00
3, 5, 13.93, 3.00
1, 8, 24.89, 3.50
1, 6, 16.57, 3.00
1, 4, 1.37, 0.23
3, 4, 3.66, 1.00
3, 3, 16.22, 6.00
1, 8, 17.91, 2.50
1, 3, 18.73, 7.00
1, 0, 0.00, 1.00
3, 0, 0.00, 0.23
3, 5, 2.35, 0.50
3, 4, 14.62, 4.00
1, 1, 7.41, 8.00
1, 4, 13.06, 3.50
3, 4, 24.32, 7.00
1, 4, 7.29, 2.00
1, 3, 8.46, 3.00
1, 4, 7.29, 2.00
3, 9, 8.19, 1.00
3, 7, 30.16, 5.00
1, 5, 36.50, 9.00
3, 8, 14.36, 2.00
3, 3, 6.91, 2.50
