Direction,Letter Height (degrees),Eccentricity (degrees)
1,2,7.74
3,2,7.74
1,4,11.53
3,4,18.78
3,3.5,13.39
1,3.5,3.41
1,2.5,12.0
3,2.5,9.65
3,3,14.31
1,3,5.82
1,1,3.89
3,1,3.89
1,0.5,1.46
3,0.5,0.97
1,1.5,5.82
3,1.5,5.82
