Direction,Letter Height (degrees),Eccentricity (degrees)
4,1,36
2,1,24
3,1,48
1,1,53
1,1.5,51
2,1.5,34
4,1.5,36
3,1.5,53
2,4,34
1,4,52
4,4,34
3,4,52
4,3,35
3,3,51
1,3,51
2,3,29
1,2,51
3,2,53
2,2,36
4,2,32
3,2.5,51
1,2.5,51
2,2.5,28
4,2.5,36
1,0.5,22
3,0.5,34
4,0.5,14
2,0.5,20
2,3.5,36
4,3.5,36
1,3.5,51
3,3.5,51
