protocol,fc_better,fc,fc_worse,l3_better,l3,l3_worse,cp9_better,cp9,cp9_worse,cp7_better,cp7,cp7_worse,cp5_better,cp5,cp5_worse,cp_better,cp,cp_worse,cpo_better,cpo,cpo_worse,cpi_better,cpi,cpi_worse,cc9_better,cc9,cc9_worse,cc3_better,cc3,cc3_worse,ic_better,ic,ic_worse
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
