2,0,0,3.5
1,4,13.06,3.5
1,4,14.62,4
2,0,0,4
1,3,5.48,2
2,3,5.48,2
2,3,21.31,8
1,1,7.41,8
2,3,1.41,0.5
1,4,1.88,0.5
1,1,0.34,0.23
2,1,0.34,0.23
2,7,15.79,2.5
1,4,9.18,2.5
1,3,26.2,10
2,4,33.26,10
2,3,13.98,5
1,2,9.43,5
1,5,29.47,7
2,3,18.73,7
2,7,46.01,9
1,3,23.94,9
2,5,25.87,6
1,2,10.98,6
1,2,1.83,1
2,4,3.66,1
2,6,8.33,1.5
1,6,8.33,1.5
2,5,13.93,3
1,3,8.46,3
2,3,5.48,2
1,6,10.87,2
2,6,44.54,10
1,3,26.2,10
1,3,16.22,6
2,6,30.2,6
2,5,11.42,2.5
1,4,9.18,2.5
1,5,18.06,4
2,5,18.06,4
1,6,26.47,5
2,5,22.54,5
2,1,8.42,9
1,2,16.49,9
2,2,12.73,7
1,5,29.47,7
2,6,8.33,1.5
1,3,4.19,1.5
1,5,4.57,1
2,5,4.57,1
2,1,0.47,0.5
1,5,2.35,0.5
2,5,16.17,3.5
1,1,3.32,3.5
2,6,37.95,8
1,4,27.47,8
2,0,0,0.23
1,2,0.69,0.23
1,5,13.93,3
2,3,8.46,3
1,0,0,2.5
2,4,9.18,2.5
2,6,44.54,10
1,3,26.2,10
2,5,36.5,9
1,3,23.94,9
2,2,0.94,0.5
1,4,1.88,0.5
1,4,27.47,8
2,4,27.47,8
2,2,0.69,0.23
1,2,0.69,0.23
1,4,13.06,3.5
2,4,13.06,3.5
1,6,5.48,1
2,5,4.57,1
1,6,34.14,7
2,5,29.47,7
2,6,8.33,1.5
1,6,8.33,1.5
2,7,34.18,6
1,6,30.2,6
2,6,16.57,3
1,0,0,3
2,5,18.06,4
1,6,21.37,4
1,6,26.47,5
2,3,13.98,5
2,6,10.87,2
1,2,3.66,2
