2, 8, 21.64, 3.00
1, 4, 11.22, 3.00
1, 1, 6.45, 7.00
2, 0, 0.00, 7.00
2, 4, 13.06, 3.50
1, 4, 13.06, 3.50
1, 1, 2.31, 2.50
2, 0, 0.00, 2.50
1, 4, 14.62, 4.00
2, 3, 11.07, 4.00
1, 1, 0.34, 0.23
2, 2, 0.69, 0.23
1, 5, 6.96, 1.50
2, 4, 5.57, 1.50
2, 1, 9.31, 10.00
1, 2, 18.16, 10.00
2, 0, 0.00, 2.00
1, 5, 9.09, 2.00
2, 6, 26.47, 5.00
1, 2, 9.43, 5.00
1, 2, 10.98, 6.00
2, 1, 5.54, 6.00
1, 3, 1.41, 0.50
2, 4, 1.88, 0.50
1, 3, 21.31, 8.00
2, 3, 21.31, 8.00
1, 2, 16.49, 9.00
2, 4, 30.63, 9.00
2, 3, 2.75, 1.00
1, 3, 2.75, 1.00
2, 4, 7.29, 2.00
1, 5, 9.09, 2.00
2, 4, 33.26, 10.00
1, 2, 18.16, 10.00
2, 5, 18.06, 4.00
1, 4, 14.62, 4.00
2, 2, 10.98, 6.00
1, 2, 10.98, 6.00
1, 5, 11.42, 2.50
2, 7, 15.79, 2.50
1, 2, 12.73, 7.00
2, 3, 18.73, 7.00
2, 6, 16.57, 3.00
1, 4, 11.22, 3.00
1, 4, 27.47, 8.00
2, 6, 37.95, 8.00
2, 0, 0.00, 9.00
1, 4, 30.63, 9.00
2, 4, 3.66, 1.00
1, 7, 6.39, 1.00
1, 6, 26.47, 5.00
2, 5, 22.54, 5.00
2, 2, 6.62, 3.50
1, 0, 0.00, 3.50
2, 3, 1.03, 0.23
1, 3, 1.03, 0.23
2, 3, 1.41, 0.50
1, 0, 0.00, 0.50
1, 4, 5.57, 1.50
2, 0, 0.00, 1.50
1, 6, 10.87, 2.00
2, 5, 9.09, 2.00
1, 2, 4.62, 2.50
2, 0, 0.00, 2.50
2, 1, 3.32, 3.50
1, 7, 22.10, 3.50
2, 5, 22.54, 5.00
1, 4, 18.37, 5.00
2, 4, 33.26, 10.00
1, 3, 26.20, 10.00
1, 4, 1.88, 0.50
2, 5, 2.35, 0.50
2, 5, 1.72, 0.23
1, 4, 1.37, 0.23
1, 1, 3.73, 4.00
2, 6, 21.37, 4.00
1, 0, 0.00, 1.50
2, 4, 5.57, 1.50
2, 4, 30.63, 9.00
1, 2, 16.49, 9.00
1, 6, 34.14, 7.00
2, 4, 24.32, 7.00
2, 4, 11.22, 3.00
1, 4, 11.22, 3.00
2, 6, 5.48, 1.00
1, 9, 8.19, 1.00
2, 5, 25.87, 6.00
1, 3, 16.22, 6.00
1, 4, 27.47, 8.00
2, 6, 37.95, 8.00
