Direction,Letter Height (degrees),Eccentricity (degrees)
1,0.9999999999999998,40
1,0.9000000000000001,35
1,0.40000000000000013,10
1,0.30000000000000004,5
1,0.20000000000000004,0
1,0.40000000000000013,20
1,0.7999999999999998,30
1,1.0,25
1,0.7000000000000002,15
3,1.2,35
3,0.3000000000000002,25
3,1.0,40
3,0.2,0
3,0.40000000000000013,15
3,1.1,30
3,0.20000000000000004,5
3,0.7000000000000002,20
3,0.2000000000000002,10
