Direction,Letter Height (degrees),Eccentricity (degrees)
1,0.8,0
1,0.3999999999999999,5
1,4.100000000000001,30
1,6.100000000000002,40
1,5.600000000000002,35
1,1.7999999999999998,15
1,0.8999999999999999,20
1,2.4000000000000004,25
1,0.7000000000000002,10
3,0.7000000000000002,10
3,0.9999999999999996,0
3,1.9999999999999998,15
3,5.8000000000000025,40
3,1.2,25
3,0.5,5
3,2.9000000000000004,30
3,1.0,20
3,4.600000000000001,35
