Direction,Letter Height (degrees),Eccentricity (degrees)
1,1.0,20
1,0.7000000000000002,10
1,3.900000000000002,40
1,1.5999999999999999,30
3,0.7000000000000002,10
3,1.1,30
3,0.8,20
3,2.3000000000000003,40
