Direction,Letter Height (degrees),Eccentricity (degrees)
1,0.5,2.92
2,0.5,0.54
4,0.5,2.72
3,0.5,3.89
4,4,16.91
2,4,24.51
3,4,22.2
1,4,28.55
1,2,9.65
4,2,14.9
3,2,9.65
2,2,14.9
3,3,17.01
4,3,15.91
2,3,21.75
1,3,19.65
1,2.5,18.78
2,2.5,15.91
3,2.5,18.78
4,2.5,15.91
4,1,6.5
2,1,7.58
1,1,6.79
3,1,6.79
4,1.5,3.26
3,1.5,0.0
1,1.5,2.92
2,1.5,1.63
4,3.5,11.28
3,3.5,10.12
2,3.5,21.75
1,3.5,6.79
