Direction,Letter Height (degrees),Eccentricity (degrees)
3,1.1,20
3,0.45000000000000007,25
3,1.0000000000000002,40
3,0.95,35
3,1.5,30
3,0.75,15
1,1.3500000000000003,35
1,1.0,40
1,1.0999999999999999,30
1,0.5499999999999999,25
1,1.2,20
1,0.35,15
