Direction,Letter Height (degrees),Eccentricity (degrees)
3,0.5,13
4,0.5,11
2,0.5,3
1,0.5,27
3,3,15
1,3,21
2,3,19
4,3,18
2,4,33
4,4,29
3,4,18
1,4,27
3,1.5,5
2,1.5,15
4,1.5,5
1,1.5,27
2,1,12
1,1,3
3,1,23
4,1,8
1,2,8
4,2,5
2,2,10
3,2,4
4,3.5,19
2,3.5,21
1,3.5,21
3,3.5,23
3,2.5,13
2,2.5,24
1,2.5,26
4,2.5,9
4,0.25,20
2,0.25,10
3,0.25,10
1,0.25,14
